title,artist,bpm,energy,danceability,acousticness,instrumentalness,mood,vocals,instrumentation,genre
Khush to Hai Na,Osho Jain,147,0.0977,0.807,0.97,4.16e-05,calm,soft vocals,acoustic,songwriter
Everybody,K-Hand,123,0.985,0.798,0.105,0.895,energetic,instrumental,electronic,detroit-techno
"Lamentável, Pt. III",Froid;Cynthia Luz,70,0.564,0.663,0.57,0.0,balanced,rap vocals,acoustic,brazil
"Bewitched, Bothered, And Bewildered - Stereo Version",Ella Fitzgerald,72,0.108,0.422,0.971,0.0,dark,soft vocals,acoustic,jazz
Winter Snow,Chris Tomlin;Audrey Assad,95,0.33,0.444,0.954,1.49e-06,dark,soft vocals,acoustic,world-music
Watch Me Now (feat. Koda & VAAAL),The Crystal Method;Koda;VAAAL,113,0.884,0.347,0.00142,0.301,intense,pop vocals,guitar,breakbeat
All the Young Dudes,Mott The Hoople,78,0.668,0.429,0.208,0.0,balanced,pop vocals,bass,power-pop
RUMBATÓN,Daddy Yankee,95,0.909,0.685,0.0471,0.0,energetic,pop vocals,guitar,latin
Celebration,Kool & The Gang,121,0.782,0.857,0.139,0.0357,energetic,pop vocals,electronic,disco
Angel With a Shotgun,The Cab,124,0.84,0.543,0.00471,0.0,balanced,pop vocals,guitar,punk
Naav (Chadhti Lehrein Laang Na Paye),Mohan,84,0.687,0.608,0.449,2.1e-06,balanced,pop vocals,bass,ambient
Child of the Mississippi,Old Crow Medicine Show,148,0.929,0.544,0.153,1.16e-06,energetic,pop vocals,guitar,bluegrass
Souvenirs d'un autre monde,Alcest,128,0.704,0.354,0.00617,0.897,intense,instrumental,bass,black-metal
I'm In Love With You,The 1975,119,0.902,0.668,0.169,8.74e-05,energetic,pop vocals,guitar,alt-rock
Twisted Reality - Edit,Boris Brejcha,125,0.662,0.686,0.00281,0.886,intense,instrumental,bass,minimal-techno
La Venganza de los Perdedores,Carajo,135,0.936,0.504,0.000616,6.88e-05,balanced,pop vocals,guitar,heavy-metal
Something Just Like This,Anthony Keyrouz;Romy Wave,100,0.467,0.66,0.139,0.0,dark,pop vocals,bass,electronic
Foi Ótimo - Ao Vivo No Casa Filtr,Turma do Pagode;Mari Fernandez,156,0.896,0.663,0.672,0.0,energetic,pop vocals,acoustic,sertanejo
Я Свободен,Кипелов,144,0.694,0.324,0.00269,0.0,intense,pop vocals,bass,heavy-metal
First Time,Styx,78,0.386,0.269,0.286,0.0,dark,soft vocals,bass,hard-rock
First Class,Jack Harlow,107,0.563,0.905,0.0254,9.71e-06,dark,pop vocals,electronic,k-pop
In the Name of God,Adam Ferrara,75,0.959,0.397,0.864,0.0,intense,rap vocals,acoustic,comedy
Never Mess With Sunday,Yppah,93,0.561,0.52,0.00807,0.485,balanced,pop vocals,bass,trip-hop
The Winner Takes It All,ABBA,126,0.789,0.429,0.226,0.00568,balanced,pop vocals,guitar,swedish
Riser,Solardo,126,0.921,0.728,0.000129,0.83,intense,instrumental,electronic,deep-house
Killing Me,Omar Apollo,84,0.27,0.861,0.301,0.00288,calm,soft vocals,bass,soul
Mutter,Rammstein,116,0.616,0.491,0.0152,0.00045,dark,pop vocals,bass,industrial
Namoro Escondido / Por Amar Você - Ao Vivo,Nosso Sentimento,146,0.772,0.505,0.659,0.0,balanced,pop vocals,acoustic,pagode
Shotgun,George Ezra,116,0.735,0.673,0.286,0.0,energetic,pop vocals,bass,songwriter
"Stuff We Did (From ""Up"")",Mark Northam,130,0.00277,0.674,0.995,0.933,dark,instrumental,piano,disney
A Doida (Ao Vivo),Seu Jorge,108,0.961,0.697,0.262,0.000309,energetic,pop vocals,guitar,samba
At Doom's Gate,Mick Gordon,161,0.647,0.577,0.00165,0.806,dark,instrumental,bass,electronic
Sua Presença - Ao Vivo,Isaias Saad,138,0.633,0.457,0.408,0.0,dark,pop vocals,bass,brazil
Dil Mera,Vismay Patel,80,0.298,0.574,0.902,0.0,dark,soft vocals,acoustic,singer-songwriter
Tell Me Pretty Lies,Yusei,115,0.316,0.627,0.962,0.91,dark,instrumental,piano,chill
End It,End It,170,0.917,0.208,5.09e-05,0.37,balanced,pop vocals,guitar,black-metal
understand,Omah Lay,100,0.653,0.697,0.166,0.231,balanced,pop vocals,bass,dancehall
Someday At Christmas,Stevie Wonder,101,0.536,0.325,0.614,0.0,dark,pop vocals,acoustic,funk
Teardrinker,Mastodon,127,0.979,0.457,9.8e-06,0.119,intense,pop vocals,guitar,groove
The Wrong Place,Hooverphonic,80,0.728,0.491,0.0479,1.38e-06,intense,pop vocals,bass,trip-hop
First Time,Styx,78,0.386,0.269,0.286,0.0,dark,soft vocals,bass,hard-rock
Aaro Nenjil,Gowry Lekshmi,130,0.457,0.549,0.863,0.0789,balanced,pop vocals,acoustic,malay
Oxygen Levels Low,Colyn,125,0.811,0.803,0.0207,0.832,intense,instrumental,electronic,techno
SEJODIOTO,KAROL G,176,0.736,0.822,0.157,0.000781,energetic,pop vocals,electronic,reggaeton
Atrevida,Grupo Niche,93,0.687,0.687,0.47,6.76e-05,energetic,pop vocals,bass,salsa
More Than You Know,Axwell /\ Ingrosso,123,0.741,0.646,0.0275,0.0,balanced,pop vocals,bass,electro
Tão Simples,Maneva,140,0.52,0.768,0.0912,1.26e-06,bright,pop vocals,bass,r-n-b
Jinjinaakadi,Nomadic Voice;Dhanwin K B,155,0.855,0.616,0.519,0.0,energetic,pop vocals,guitar,malay
Nada (with Leopoldo Federico y Su Orquesta),Julio Sosa;Leopoldo Federico y su Orquesta,110,0.653,0.401,0.863,2.39e-06,balanced,pop vocals,acoustic,tango
Mama Says No,The Steeldrivers,128,0.684,0.505,0.418,0.934,energetic,instrumental,bass,bluegrass
Idhi Chala Baagundhi Le,Prashanth R Vihari;Sid Sriram,99,0.74,0.651,0.091,0.0,balanced,pop vocals,bass,indie
Heer Ranjha,Bhuvan Bam,97,0.547,0.539,0.842,0.00771,dark,pop vocals,acoustic,indie
Caixa de Saudade - Ao Vivo,Kevi Jonny,143,0.665,0.55,0.301,0.0,balanced,pop vocals,bass,forro
真的愛妳,Beyond,154,0.715,0.526,0.448,0.0,energetic,pop vocals,bass,cantopop
Last Christmas,Jimmy Eat World,126,0.842,0.532,0.00131,1.2e-06,energetic,pop vocals,guitar,punk
Do You Hear What I Hear?,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,98,0.302,0.477,0.76,0.0,dark,soft vocals,acoustic,opera
Broken,Lund,134,0.583,0.83,0.0563,0.0005,dark,pop vocals,electronic,emo
Answer Machine,Moodymann,120,0.888,0.672,0.00155,0.897,balanced,instrumental,guitar,detroit-techno
Teri Deewani,Kailash Kher;Paresh Kamath;Naresh Kamath,80,0.6,0.447,0.324,0.0,balanced,pop vocals,bass,folk
Wi Deh Yah,Kranium,100,0.725,0.648,0.063,0.0,balanced,pop vocals,bass,dancehall
Here Without You - Acoustic Version,3 Doors Down,144,0.574,0.551,0.0203,0.0,dark,pop vocals,bass,grunge
Świąteczny czas,Czeslaw Mozil;Katarzyna Łaska;Magdalena Wasylik,131,0.517,0.593,0.766,0.0,bright,pop vocals,acoustic,disney
Vreten,PartyfrieX,134,0.887,0.546,0.114,0.0,balanced,pop vocals,guitar,happy
Rockstar Baby (feat. Mougleta),Robin Schulz;Mougleta,123,0.914,0.689,0.0278,0.00593,balanced,pop vocals,guitar,deep-house
Samjhawan - Lofi Flip,KSW;Arijit Singh;Shreya Ghoshal;Shaarib Toshi;Jawad Ahmad,107,0.418,0.58,0.453,0.00151,dark,pop vocals,bass,indian
Cafetín de Buenos Aires (with Orquesta Tipica Porteña),Roberto Goyeneche;Orquesta Tipica Porteña,92,0.447,0.473,0.717,0.0,balanced,pop vocals,acoustic,tango
Dead Man's Party,Oingo Boingo,161,0.92,0.567,0.468,4.04e-05,energetic,pop vocals,guitar,synth-pop
Rockin' Around The Christmas Tree,Brenda Lee,71,0.569,0.631,0.728,0.0,bright,pop vocals,acoustic,rockabilly
Konoha Peace,Kato,124,0.464,0.71,0.345,0.915,balanced,instrumental,bass,anime
I'm Toxic,Khantrast,110,0.727,0.75,0.214,0.0,energetic,pop vocals,electronic,anime
Añejo W,Los Caligaris,142,0.892,0.676,0.326,9.46e-06,energetic,pop vocals,guitar,ska
Velvet Light,Jakob,78,0.419,0.67,0.75,0.135,balanced,pop vocals,acoustic,garage
Freedom,Stephan Jolk,125,0.665,0.626,0.00775,0.756,intense,instrumental,bass,techno
Let Me Down Slowly X Aaya Na Tu - Lofi Mix,It's DPK,120,0.55,0.441,0.241,0.000202,dark,pop vocals,bass,indian
Ignorance & Innocence,Overkill,137,0.853,0.496,0.000531,0.0959,balanced,pop vocals,guitar,death-metal
Make Us Never Happen,shy martin,105,0.489,0.61,0.308,0.0,dark,pop vocals,bass,swedish
Brinner in the shit,Håkan Hellström,130,0.86,0.503,0.00132,0.00593,balanced,pop vocals,guitar,goth
Night Flight,Shimon;Andy C,168,0.854,0.694,0.00208,0.929,energetic,instrumental,guitar,drum-and-bass
Waterloo,ABBA,148,0.949,0.445,0.395,8.18e-06,energetic,pop vocals,guitar,swedish
En La Carcel De Tu Piel,Yiyo Sarante,104,0.758,0.727,0.546,0.000184,balanced,pop vocals,electronic,salsa
Monsters (feat. Demi Lovato and blackbear),All Time Low;Demi Lovato;blackbear,162,0.787,0.51,0.0137,0.0,energetic,pop vocals,guitar,punk-rock
葡萄成熟時,Eason Chan,125,0.567,0.521,0.417,0.0,dark,pop vocals,bass,cantopop
Contra La Pared,Sean Paul;J Balvin,94,0.588,0.828,0.0156,0.0,balanced,pop vocals,electronic,dancehall
Poker Face,Lady Gaga,119,0.818,0.851,0.112,2.94e-06,energetic,pop vocals,electronic,dance
Zgt,Motive,129,0.53,0.633,0.517,0.0,balanced,rap vocals,bass,turkish
FRIENDS - R3hab Remix,Marshmello;Anne-Marie;R3HAB,105,0.814,0.545,0.028,0.0,energetic,pop vocals,guitar,progressive-house
Aadiyilalo,Masala Coffee,138,0.865,0.409,0.05,0.0,balanced,pop vocals,guitar,malay
THE DEATH OF PEACE OF MIND,Bad Omens,155,0.705,0.467,0.079,0.000255,intense,pop vocals,bass,metalcore
Patricinha,Forró Saborear,105,0.92,0.761,0.343,1.09e-06,energetic,pop vocals,electronic,forro
Plata Ta Tá,Mon Laferte;Guaynaa,95,0.796,0.813,0.156,0.038,balanced,pop vocals,electronic,alternative
Dicen,Antonio Orozco;KAROL G,89,0.824,0.71,0.128,0.0,energetic,pop vocals,electronic,spanish
Mi Cama - Remix,KAROL G;J Balvin;Nicky Jam,163,0.784,0.815,0.299,0.0,energetic,pop vocals,electronic,reggae
Cirrus,Bonobo,119,0.844,0.64,0.395,0.933,balanced,instrumental,guitar,trip-hop
破繭(《鬥羅大陸》動畫2020年新主題曲),Angela Chang,90,0.602,0.646,0.155,0.0,dark,pop vocals,bass,mandopop
Ressuscitou (Resurrecting) [Kemuel Nation],Kemuel,148,0.509,0.413,0.326,0.0,dark,pop vocals,bass,groove
Dragula,Rob Zombie,125,0.978,0.579,8.55e-05,0.000141,balanced,pop vocals,guitar,metal
Foundation,Beenie Man,93,0.885,0.788,0.123,0.0,energetic,pop vocals,electronic,j-dance
Secreto,Anuel AA;KAROL G,92,0.803,0.807,0.6,0.0085,energetic,pop vocals,acoustic,latin
I Follow Rivers - The Magician Remix,Lykke Li;The Magician,122,0.696,0.786,0.0234,0.0019,intense,pop vocals,electronic,swedish
Bingo (Was His Name-O),CoComelon,180,0.591,0.716,0.219,1.41e-05,bright,pop vocals,electronic,children
Perfect The Way You Are,Dead by April,135,0.849,0.435,0.0103,0.00864,intense,pop vocals,guitar,metalcore
The Race Is On,George Jones;Travis Tritt,169,0.572,0.569,0.385,0.0,bright,pop vocals,bass,honky-tonk
All That Really Matters,ILLENIUM;Teddy Swims,170,0.666,0.352,0.117,1.81e-06,intense,pop vocals,bass,dub
Santeria,Sublime,91,0.765,0.682,0.0268,3.42e-05,balanced,pop vocals,guitar,ska
Back It Up (Blick Cypher),dj Shawny,175,0.398,0.77,0.0257,0.577,dark,soft vocals,bass,club
Good Body Wine (2022 Remastered) - Radio Edit,Vybz Kartel;Arif Cooper,87,0.904,0.707,0.13,0.0,energetic,pop vocals,electronic,j-dance
Kuala Lumpur,PLÜM,104,0.54,0.753,0.572,0.00152,dark,pop vocals,acoustic,french
Groovy Feeling,Fluke,123,0.609,0.586,0.000706,0.809,dark,instrumental,bass,breakbeat
Self Control,Laura Branigan,107,0.686,0.814,0.219,0.00382,energetic,pop vocals,electronic,disco
Sound the Alarm,The Knocks;Rivers Cuomo;Royal & the Serpent,101,0.788,0.688,0.0164,0.000306,energetic,pop vocals,guitar,disco
GATÚBELA,KAROL G;Maldy,93,0.858,0.627,0.263,0.0,intense,rap vocals,guitar,reggaeton
Ocean,Anuv Jain,125,0.237,0.72,0.963,0.0,calm,soft vocals,acoustic,songwriter
Caleidoscópio - Ao Vivo,Os Paralamas Do Sucesso,175,0.494,0.567,0.245,0.00132,balanced,pop vocals,bass,r-n-b
Param Sundari,A.R. Rahman;Shreya Ghoshal,122,0.761,0.815,0.192,0.0,energetic,pop vocals,electronic,pop-film
Jamás,Eddie Santiago,172,0.738,0.645,0.815,0.00178,energetic,pop vocals,acoustic,salsa
Hearts Burst into Fire,Bullet For My Valentine,90,0.968,0.24,0.000996,0.000106,intense,pop vocals,guitar,metalcore
"Pussy Cat, Pussy Cat",LooLoo Kids,120,0.519,0.84,0.108,1.48e-06,bright,pop vocals,bass,children
Tell Me Pretty Lies,Yusei,115,0.316,0.627,0.962,0.91,dark,instrumental,piano,sad
Wish You The Best,Culture Code;Caslow;Nina Sung,145,0.65,0.639,0.125,4.55e-06,balanced,pop vocals,bass,dubstep
One Good Reason,Celldweller,100,0.941,0.433,0.000148,0.000354,balanced,pop vocals,guitar,industrial
O Holy Night,Weezer,198,0.609,0.173,0.359,0.0,dark,pop vocals,bass,alternative
Christmas In The City,Marvin Gaye,99,0.514,0.392,0.00404,0.00108,balanced,pop vocals,bass,funk
One Little Christmas Tree,Stevie Wonder,92,0.377,0.406,0.764,0.0,bright,soft vocals,acoustic,funk
Born For This,The Score,130,0.675,0.411,0.063,0.0,balanced,pop vocals,bass,alt-rock
Kannadi Koodum Kootti - Recreated Version,Sanah Moidutty,97,0.403,0.815,0.756,0.0018,balanced,pop vocals,acoustic,indie-pop
We've Got A Good Thing Going,Sugar Minott,79,0.525,0.849,0.164,0.0,bright,pop vocals,bass,dub
Ain't It Fun,Paramore,104,0.893,0.606,0.154,4.18e-05,energetic,pop vocals,guitar,punk
"24 Préludes, Op. 28: No. 15 Sostenuto in D-Flat Major, C. 180 ""Raindrop Prelude""",Frédéric Chopin;Lang Lang,134,0.0331,0.426,0.991,0.897,dark,instrumental,piano,classical
Ite missa est,Traditional;Cappella Musicale di Santa Maria in Campitelli di Roma;Vincenzo Di Betta,73,0.0341,0.204,0.989,0.0279,dark,soft vocals,acoustic,sleep
CASTLE OF GLASS,Linkin Park,108,0.911,0.615,0.0686,0.00188,energetic,pop vocals,guitar,grunge
Nerve Flip,Red Hot Chili Peppers,176,0.936,0.386,0.0121,1.6e-05,balanced,pop vocals,guitar,alt-rock
Kasoor - Acoustic,Prateek Kuhad,128,0.111,0.62,0.896,0.00135,calm,soft vocals,acoustic,indie-pop
Geile Neuk Sex,Gans Anders,155,0.993,0.611,0.0244,6.75e-06,energetic,pop vocals,guitar,hardstyle
Stranger,Dimash Qudaibergen;Igor Krutoy,128,0.733,0.304,0.256,0.00133,intense,pop vocals,bass,opera
Thoda Thoda Pyaar,Stebin Ben;Nilesh Ahuja;Kumaar,103,0.527,0.706,0.139,0.000169,dark,pop vocals,bass,pop
Fall Deeper,Force Mass Motion,134,0.907,0.742,0.0048,0.527,energetic,pop vocals,electronic,breakbeat
Feel Like,Mavado;Anju Blaxx,114,0.599,0.593,0.0576,6.71e-06,balanced,pop vocals,bass,j-dance
"Ave Maria, ""Ellens Gesang III"", Op.52 No.6, D.839 (Arr. Johannes Palaschko)",Franz Schubert;Mischa Maisky;Pavel Gililov,69,0.0325,0.0918,0.995,0.864,dark,instrumental,piano,classical
We Won't Be Alone,Feint;Laura Brehm,175,0.858,0.377,0.134,0.00185,intense,pop vocals,guitar,dub
Merry Christmas,Bryan Adams,110,0.511,0.683,0.406,0.000197,balanced,pop vocals,bass,songwriter
The Business,Tiësto,120,0.62,0.798,0.414,0.0192,dark,pop vocals,electronic,house
Real Thing,Pink Sweat$;Tori Kelly,113,0.322,0.615,0.77,3.39e-05,dark,soft vocals,acoustic,soul
Unchained Melody,The Righteous Brothers,99,0.208,0.339,0.396,0.000519,dark,soft vocals,bass,r-n-b
Where It Ends,Bailey Zimmerman,170,0.837,0.431,0.259,0.0,balanced,pop vocals,guitar,country
Si Te La Encuentras Por Ahí,Feid,172,0.569,0.736,0.144,5.27e-05,balanced,pop vocals,electronic,latin
Ruffneck - 2014 DnB Mix,Ed Solo;Elijah MC,87,0.922,0.716,0.000229,0.00292,energetic,pop vocals,electronic,drum-and-bass
Sua Presença - Ao Vivo,Isaias Saad,138,0.633,0.457,0.408,0.0,dark,pop vocals,bass,gospel
Tag ét skridt frem,Kristine Yde Eriksen,82,0.123,0.346,0.778,0.0,dark,soft vocals,acoustic,disney
Forever & Always,Armin van Buuren;Gareth Emery;Owl City,145,0.921,0.58,0.00787,8.06e-05,balanced,pop vocals,guitar,trance
Your Love - Director's Cut Signature Mix,Frankie Knuckles;Director's Cut;Eric Kupper;Jamie Principle,126,0.869,0.705,0.000331,0.756,energetic,instrumental,electronic,chicago-house
Rivers of Babylon,Boney M.,115,0.851,0.729,0.13,0.000912,energetic,pop vocals,electronic,disco
Under The Influence,Chris Brown,117,0.69,0.733,0.0635,1.18e-06,intense,pop vocals,electronic,dance
美麗新香港,my little airport,152,0.831,0.475,0.591,4.17e-05,energetic,pop vocals,acoustic,cantopop
Teh-Hell-Ran,Confess,116,0.98,0.525,0.000196,0.00019,intense,pop vocals,guitar,iranian
Sochta Houn,Nusrat Fateh Ali Khan;A1Melodymaster,100,0.634,0.8,0.356,0.000605,balanced,pop vocals,electronic,folk
Blue Christmas,The Platters,157,0.552,0.45,0.745,0.0,bright,pop vocals,acoustic,rock-n-roll
Glue,Bicep,130,0.798,0.853,0.0158,0.948,balanced,instrumental,electronic,ambient
Let Me Down Slowly / Mai Dhoondhne Ko Zamaney / Kabhi Jo Badal Barsey (Medley),ShaSings;Xtreeemit,150,0.371,0.605,0.396,0.0,balanced,soft vocals,bass,pop
Hurts Sometimes (with Jonathan Mendelsohn),SLANDER;Fairlane;Jonathan Mendelsohn,170,0.732,0.249,0.182,0.0,intense,pop vocals,bass,dubstep
Minha Fé,Zeca Pagodinho,106,0.784,0.705,0.42,0.0,energetic,pop vocals,electronic,samba
Run Free - 8D TikTok Edit,Deep Chills;IVIE,100,0.604,0.617,0.0489,9.94e-05,balanced,pop vocals,bass,deep-house
"Ghungroo (From ""War"")",Vishal-Shekhar;Arijit Singh;Shilpa Rao;Kumaar,118,0.727,0.695,0.0744,0.000175,energetic,pop vocals,bass,pop
Estrechez De Corazón,Los Prisioneros,130,0.742,0.66,0.00151,4.04e-06,balanced,pop vocals,bass,hard-rock
Paul Is Dead,Scooter;Timmy Trumpet,170,0.891,0.504,0.33,8.65e-06,intense,pop vocals,guitar,happy
Slave to the Rave,DJ Isaac;D-Block & S-te-Fan,150,0.886,0.543,0.0278,1e-05,intense,pop vocals,guitar,hardstyle
獨家記憶,Jordan Chan,80,0.506,0.486,0.586,0.0,balanced,pop vocals,acoustic,cantopop
Induction,Alphaxone;XERXES THE DARK,72,0.137,0.062,0.773,0.95,dark,instrumental,piano,iranian
Garde le pour toi,Paradis,117,0.88,0.665,0.0086,0.47,balanced,pop vocals,guitar,french
"Scooby Doo, Where Are You?",Kidz Bop Kids,136,0.971,0.536,0.00632,0.0,energetic,pop vocals,guitar,children
楓,Jay Chou,134,0.435,0.502,0.76,0.0,dark,pop vocals,acoustic,mandopop
Laserbeam,Ray Volpe,150,0.978,0.573,0.000685,0.0621,intense,pop vocals,guitar,dubstep
O Father O Satan O Sun!,Behemoth,84,0.92,0.261,0.000382,2.78e-05,intense,pop vocals,guitar,death-metal
慢慢喜歡你,Karen Mok,130,0.316,0.601,0.876,2.64e-05,calm,soft vocals,acoustic,cantopop
Deep Water,Carl Smith,148,0.522,0.557,0.701,0.000371,bright,pop vocals,acoustic,honky-tonk
Tujhe Sochta Hoon,Pritam;KK,81,0.712,0.579,0.259,0.000253,balanced,pop vocals,bass,indian
The TrailRiders Shuffle,Big Mucci;Rico,110,0.664,0.937,0.092,0.0,energetic,pop vocals,electronic,kids
Blue Christmas,Brenda Lee,90,0.207,0.467,0.836,1.05e-06,dark,soft vocals,acoustic,rockabilly
Jump Jump - Original Version,Choo Choo Soul,103,0.615,0.918,0.077,7.92e-06,bright,pop vocals,electronic,kids
Sweet,Cigarettes After Sex,97,0.511,0.45,0.353,0.766,dark,instrumental,bass,indie-pop
Geronimo's Cadillac,Modern Talking,110,0.785,0.691,0.428,0.0,energetic,pop vocals,guitar,synth-pop
Dance Macabre,Ghost,126,0.696,0.619,1.93e-05,0.00555,energetic,pop vocals,bass,hard-rock
Señorita,Adolescent's Orquesta,91,0.553,0.683,0.579,0.0,bright,pop vocals,acoustic,salsa
Amour plastique,Videoclub,120,0.354,0.7,0.765,0.00158,dark,soft vocals,acoustic,french
Monster Mash,Cooltime Kids,136,0.722,0.664,0.268,0.0,energetic,pop vocals,bass,kids
Destinations,Gesaffelstein,102,0.551,0.801,0.189,0.67,dark,instrumental,electronic,club
Sleigh Ride,Ella Fitzgerald,77,0.287,0.593,0.764,0.0,calm,soft vocals,acoustic,blues
You Deserve It All,John Legend,83,0.739,0.524,0.215,0.0,balanced,pop vocals,bass,soul
24 Horas de Amor - Ao Vivo,Matogrosso & Mathias;Agnaldo Timoteo,97,0.683,0.534,0.527,0.0,balanced,pop vocals,bass,sertanejo
Casa do Rei,Gerson Rufino,142,0.698,0.62,0.611,0.0,balanced,pop vocals,acoustic,gospel
Keys to Imagination - Live,Yanni,166,0.568,0.245,0.303,0.535,dark,pop vocals,bass,new-age
Layla,Derek & The Dominos,116,0.902,0.404,0.577,0.297,balanced,pop vocals,acoustic,psych-rock
Touch It,Busta Rhymes,138,0.551,0.658,0.0043,0.000108,balanced,rap vocals,bass,hardcore
Preet,Jasleen Royal,168,0.561,0.578,0.731,0.0126,balanced,pop vocals,acoustic,songwriter
LA CANCIÓN,J Balvin;Bad Bunny,176,0.646,0.756,0.152,1.81e-05,balanced,pop vocals,electronic,latin
"Children's Corner, L. 113: I. Doctor Gradus Ad Parnassum",Claude Debussy;Seong-Jin Cho,70,0.0296,0.242,0.993,0.902,dark,instrumental,piano,classical
Nail Tech,Jack Harlow,150,0.581,0.647,0.0029,7.76e-06,dark,pop vocals,bass,k-pop
"Dil Ko Karaar Aaya (From ""Sukoon"")",Yasser Desai;Neha Kakkar;Rajat Nagpal,148,0.448,0.55,0.777,0.000459,balanced,pop vocals,acoustic,pop
The Beginning,ONE OK ROCK,182,0.983,0.36,8.83e-05,0.0,intense,pop vocals,guitar,j-rock
Razón - En Vivo,Los Caligaris,152,0.846,0.518,0.0529,0.0,balanced,pop vocals,guitar,ska
Unwrap You at Christmas,The Monkees,128,0.801,0.671,0.247,0.0,balanced,pop vocals,guitar,psych-rock
Brilhe,Roberto Garcia,146,0.576,0.721,0.408,0.0,balanced,pop vocals,electronic,disney
On Repeat,Robin Schulz;David Guetta,123,0.801,0.609,0.0246,0.00255,intense,pop vocals,guitar,german
X ÚLTIMA VEZ,Daddy Yankee;Bad Bunny,90,0.855,0.812,0.0789,0.000167,balanced,pop vocals,electronic,latin
Reelin' In The Years,Steely Dan,135,0.758,0.52,0.115,0.0,energetic,pop vocals,guitar,psych-rock
See You Again - Epic Orchestral Version,Samuel Kim,144,0.429,0.578,0.687,0.906,dark,instrumental,acoustic,anime
You Never Can Tell - 1964 Single Version,Chuck Berry,158,0.848,0.572,0.739,4.67e-06,energetic,pop vocals,acoustic,rock-n-roll
DYSYLM,Gammer;Darren Styles,170,0.878,0.532,0.0102,0.201,balanced,pop vocals,guitar,happy
Pula,Tihuana,137,0.937,0.78,0.0319,0.0,energetic,pop vocals,electronic,brazil
失意,Yasuharu Takanashi,60,0.122,0.272,0.966,0.914,dark,instrumental,piano,anime
Acenda o farol,Tim Maia,123,0.883,0.574,0.0606,0.0,energetic,pop vocals,guitar,samba
Nightmares,WE ARE FURY;Gallie Fisher,159,0.536,0.263,0.103,0.0,dark,pop vocals,bass,dubstep
Sunday Morning - Edit,The Bolshoi,149,0.907,0.605,0.145,0.000317,energetic,pop vocals,guitar,goth
Detroit Rock City - Edit,KISS,91,0.954,0.521,0.0295,5.02e-05,balanced,pop vocals,guitar,metal
True,Spandau Ballet,97,0.546,0.744,0.504,0.103,dark,pop vocals,bass,disco
愛一個人好難,William So,78,0.526,0.545,0.702,0.0,dark,pop vocals,acoustic,mandopop
The Foundations of Decay,My Chemical Romance,150,0.67,0.363,0.000582,0.548,intense,pop vocals,bass,punk
Nåt,Slowgold,117,0.526,0.633,0.32,0.02,balanced,pop vocals,bass,goth
Elevator Rendezvous,Miso Colt,87,0.406,0.821,0.952,0.677,balanced,instrumental,piano,study
Gökyüzüm Siyah Olsa Da,Ne Jupiter,150,0.563,0.599,0.526,0.0623,dark,pop vocals,bass,turkish
The Father’s House,Cory Asbury,162,0.522,0.539,0.207,5.34e-06,balanced,pop vocals,bass,world-music
Blinding Lights,All Time Low,171,0.886,0.449,0.00248,7.48e-05,balanced,pop vocals,guitar,punk-rock
I Am Above,In Flames,120,0.977,0.545,3.12e-05,4.38e-06,intense,pop vocals,guitar,death-metal
Pela Última Vez,NX Zero,125,0.939,0.634,0.0847,0.0,balanced,pop vocals,guitar,emo
Starlight Express,Montez,170,0.671,0.49,0.15,0.0,intense,pop vocals,bass,german
Todo Amor Que Eu Te Dei,Carta de Baralho,186,0.823,0.5,0.657,0.0,balanced,pop vocals,acoustic,forro
Jhuk Na Paunga,Papon,120,0.607,0.636,0.658,0.0168,dark,pop vocals,acoustic,folk
White Christmas,Josh Groban;London Symphony Orchestra,114,0.27,0.235,0.915,0.0106,dark,soft vocals,acoustic,opera
I'm Not The Only One,Sam Smith,82,0.487,0.684,0.495,4.57e-06,balanced,pop vocals,bass,dance
Goodness of God - Live,Bethel Music;Jenn Johnson,126,0.67,0.466,0.155,0.0,balanced,pop vocals,bass,ambient
WOW,Zara Larsson,77,0.79,0.748,0.492,0.0,intense,pop vocals,electronic,swedish
Tus Besos Fueron Míos,Alfredo De Angelis;Orquesta de Alfredo De Angelis;Carlos Dante,125,0.405,0.479,0.875,4.67e-05,balanced,pop vocals,acoustic,tango
En esta tarde gris - Remastered,Julio Sosa,116,0.458,0.431,0.961,4.42e-06,balanced,pop vocals,acoustic,tango
Tum Hi Ho Bandhu,Neeraj Shridhar;Kavita Seth,135,0.89,0.715,0.00111,0.000837,energetic,pop vocals,electronic,pop
Marble Halls,Jim Brickman,119,0.0921,0.454,0.986,0.757,dark,instrumental,piano,piano
moonlight,dhruv,92,0.502,0.732,0.634,0.00123,balanced,pop vocals,acoustic,chill
Baila Conmigo,Tiësto,128,0.855,0.652,0.00658,0.409,intense,pop vocals,guitar,trance
Boi soberano,Tião Carreiro & Pardinho,113,0.171,0.716,0.821,0.0,calm,soft vocals,acoustic,sertanejo
New Disease,Spineshank,122,0.909,0.566,5.81e-05,0.000254,intense,pop vocals,guitar,metalcore
"Carmen, WD 31: ""La fleur que tu m'avais jetée""",Georges Bizet;Luciano Pavarotti;Vienna Volksoper Orchestra;Leone Magiera,128,0.182,0.278,0.977,0.605,dark,soft vocals,piano,opera
